date;content
15/11/2025;La pasamoos bieeen estando juntos. 
16/11/2025;La pasamoos bieeen estando juntos. 
17/11/2025;La pasamoos bieeen estando juntos. 
18/11/2025;La pasamoos bieeen estando juntos. 
19/11/2025;La pasamoos bieeen estando juntos. 
20/11/2025;La pasamoos bieeen estando juntos. 
21/11/2025;La pasamoos bieeen estando juntos. 
22/11/2025;La pasamoos bieeen estando juntos. 
23/11/2025;La pasamoos bieeen estando juntos. 
24/11/2025;La pasamoos bieeen estando juntos. 
25/11/2025;Que susssstooooo, hoy fue nuestro día de advertencia, nos cacharooon, la situación no se dio, nos salvamos en gran manera, pero que cosaaas, la noche no la pasamos tan bien que digamos, estuvo complicado, todo lo que pasó, lo que escuchamos, lo que te dijeron, fuaaaa, potenteee mi amor. 
26/11/2025;"Hoy logré salir, a mi parecer nadie me vio entonces todo fresh, quiero estar contigooooo, pero tristemente ya no se podrá, ya estamos vetados y mejor prevenir a lamentarnos luego ;("
27/11/2025;No he podido anotar, se me ha pasado.
28/11/2025;No he podido anotar, se me ha pasado.
29/11/2025;No he podido anotar, se me ha pasado.
30/11/2025;No he podido anotar, se me ha pasado.
1/12/2025;No he podido anotar, se me ha pasado.
2/12/2025;No he podido anotar, se me ha pasado.
3/12/2025;No he podido anotar, se me ha pasado.
4/12/2025;No he podido anotar, se me ha pasado.
5/12/2025;Día de entrevistaaaaaaaaaaaaaaa y también de quedada después, lo bueno es que por tu convivio se pudo fácilmente entraaar, aunque pasé un buen tiempo encerrado en el ropero jajajaja
6/12/2025;Todo estuvo de maravilla durante el día, pero en la noche se desató la locura, quedamos mal, supuestamente bien, pero se sabe que no es así.
7/12/2025;Fin de EBDV, tenía ganas de una foto contigo por finalizar, pero por motivos del día anterior eso no fue posible. 
8/12/2025;No he podido anotar, se me ha pasado.
9/12/2025;No he podido anotar, se me ha pasado.
10/12/2025;No he podido anotar, se me ha pasado.
11/12/2025;Y hoy cumplimos nuestros dos años, han sido grandes momentos, pero sin duda hemos disfrutado bastante, la pasamos bonito, espero te haya gustado bastante la sorpresa que te tenía preparada, TE AMOOOOO.
12/12/2025;Se supone que hoy irías a ayudar a decorar para la boda de mañana, pero al final no jajaja terminamos quemando bombas frente a tu casa, luego la vecina a alegar jajaja pero todo bien, me fui lo más rápido posible, porque debía regresar para quedarmeee contigooooooooooooooooooooooo jajajaj estuvo potente porque tu mamá se quedó barriendo afuera la basura de las bombas, a todo esto, gracias por mi gorra preciosaaaaa.
13/12/2025;"Hoy fue el dia de la boda, más que todo fuimos a criticar jaja y también a firmar de presentes JAJAJ estuvo bien todo, luego al regresar tu mamá me empezó a hablar sobre el compa Cesar, pero estuvo interesante todo lo que me dijo, luego más nochecita pidiendo permiso para ir a desayunar mañana, pero pues no se logró ;("
14/12/2025;Hoy teníamos planeado ir a desayunar, pero no fue posible, porque no te dieron permiso, luego tuviste una discusión con tu mamá por lo que te hizo Anderson y al final si comimos juntos jajaja no fue desayuno, pero si almuerzo mi cielo, te amo grandementeeeee, espero estar siempre para apoyarte, sabes que me gusta estar contigo, terminamos el día con dormidita juntoooos.
15/12/2025;Comenzamos juntoos aprovechando que era día virtual, empezaste tarde las reuniones lo que dio chance de ver una peli, luego me fui cuando ya se pudo antes de mediodía, amo pasar tiempo contigo chiquita, caminamos al parque y terminamos en la reunión de la iglesia, luego subimos a la tienda por tu mamá, pero pues sus comentarios fueron un tanto personales, lo que me dejo extraño. 
16/12/2025;Hoy fui con mi mamá a ver a mi abuela, van a ser unos días sin poder vertee mi cielo, pero seguimos platicando como siempre que es lo importante, igual tuvimos llamaditas en los momentos que se pudieron bebé. 
17/12/2025;"Hoy estuviste full ocupada, fuiste al banco por tus tarjetas, tambien fuiste por tus zapatos mi amor, pero solamente los pediste, aún falta ir a traerlos mi amor, en la noche no se pudo llamar, pero estuvimos escribiendo bastante, nos pusimos al día de lo que hicimos y todo eso mi cielo, me fui a dormir sin mi feliz noche ;("
18/12/2025;"Hoy regresé a Chimal, se supone que sería mi día para verte, pero la lluvia no lo quiso así, tristemente, pasa un nuevo día sin poder verte ;( fue día de tiktoks y reels, llamadita y todo bonito mi niña. "
19/12/2025;"Y por fin nos pudimos volver a veeeeeeeeeer, ya teníamos planes de vernos y quedarme, pero tu respuesta fue ""ay nooo"" solo por le desorden bebé jajaja aunque luego me viste sensible y hubo quedada mi amor."
20/12/2025;"Hoy salí temprano y luego ya no nos vimos ;( tú fuiste a hacerte tus pestañas, a traer tus nuevos zapatos y yo fui a una noche de FIFA y fútbol, jugué 2 horas jajaja"
21/12/2025;"Hoy fue día de igle, al salir fuimos al mercado con tu mamá, tomamos un licuado, comimos tostadas, luego me tuve que ir porque iba a ayudar a mi mamá con un pastel, pero pensaron que no me quise quedar porque eran hierbas de almuerzo jajaja luego en la noche subí un rato a platicar contigo mi chiquita, aunque estaba shido para quedarseeee jaja pero no habían excusas ;( "
22/12/2025;Hoy me tocó ir a comprar todas las cosas para la cena de navidad, también estuve buscando la camisa o corbata para combinar y encontré algo similar a mi parecer jajajaj también fui a comprar las galletas para los niños en navidad y hoy si saliste bieeeeen tarde mi amor, pero siempre es bonito verte aunque sea un ratitoo mi amooor. 
23/12/2025;Teníamos pensado que hubiera quedada hoy, pero al final si tuviste que ir a trabajar mañana, lo que si estuvo buenísimo es que ayude aunque sea un poco con los paches jajaja cada quien en su rollo, tu haciendo chuchitos y yo amarrando paches jajaja alegreee eso mi amoor 
24/12/2025;"Hoy es nochebuenaaa, estamos ya listos con el plan para después de las doce, fui por ti a mediodía, sigues malita mi amor, pero no quieres tomar cosas jajajaja estuviste toda la tarde haciendo pestañas y ya por la noche no me esperaste para ir juntos a la igle ;( tomamos varias fotitos, aunque la mayoría no te gustó jajajaja "
25/12/2025;Día después subí contigo a la tienda, pasé por el regalo de tu mamá y el que era de tu hermano, pasó a ser de tu abuela jaaja estuvimos juntitoos y vimos los nuevos episodios de Stranger Things. 
26/12/2025;Mañana no vas a trabaajaaar, eso significaaa quedadaaaaaa jajaja también hoy me tocó llevar la moto al servicio, por lo que todo bien, ya luego solo a dejarla a casa y a mimir juntitooooos, amooooooooo dormir contigo chiquita hermosaaa, más porque me escuchaste y comprendiste, agradezco mucho que seas así conmigo bebé, te quiero en mi vida siempre. 
27/12/2025;Hoy se supone que iríamos por nuestro cafecito para combinar suéteres, pero pues todo se complicó por lo que solo llegué, estuvimos tratando de arreglar el Play, pero no se pudo, luego fuimos a comprar las pistolas de hidrogel, que terminaron siendo una decepción jajaja por lo que de una vez se pusieron a la venta jajaja 
28/12/2025;Hoy fue más clara la decisión, NOS VAMOS, potente pensar en todo eso mi amooor, pero ya empezamos a ver todos los detalles y cuándo hablarlo también :o aaaaahhh, esto da nervios, pero yo ya estoy muy emocionadoooo, mañana lo voy a hablar con mi mamá a ver que sucede. 
29/12/2025;Quien lo diría que terminaríamos afinando detalles en una mesa de cheveres jajaja platicando sobre lo que planeamos hacer, que haremos y todo, me emociona en gran manera hablar de todo esto contigo mi amor, también hablé con mi mamá sobre la situación me escuchó, comprendió y apoyo, el viernes tocará hablar con tu familiaaaa, que nervioooooooooooooooooooooooooooooooooos. 
30/12/2025;Hoy se vendieron las pistolas, fuimos a traerlas, a dejarlas, comimos sushi, hablamos sobre el lugar, definimos todas las cosas de una vez ya solo para apartar la fecha, luego hubo quedada, que según se pensaba era para organizar los detalles, pero simplemente terminamos durmiendo jajajaj 
31/12/2025;Se llegó el último día del año y la verdad que fue un año totalmente interesante para nuestra relación, tuvo absolutamente de todo y me emociona tanto el cambio que hubo respecto al fin del año pasado con este, ahora todo es diferente y realmente creo que nuestra relación ya está muy establecida y que eres para mí, realmente te amo con toda mi alma y amo todo lo que estamos pensando para los próximos meses, te amo FELIZ AÑO NUEVO PRECIOSA. 
